species,gait,target_speed_ms,stiffness_Nm_rad,stiffness_normalised,sum_tau_norm_sq,peak_tau_norm,p95_tau_norm,pct_stride_above_80,pct_stride_above_90,positive_joint_work_J,solver_success,notes
horse,rotary,12,7575.25,13.895,44.1644,0.985726,0.53058,9.23709,5.77308,12080.9,1,
horse,rotary,12,8722.11,15.9986,44.2694,0.986583,0.531808,9.21409,5.7569,11867.1,1,
horse,rotary,12,10042.6,18.4207,44.6382,1,0.533507,9.14612,5.71926,11960.7,1,
horse,rotary,12,11563,21.2095,44.7404,0.993315,0.53365,9.1157,5.69711,11783.7,1,
horse,rotary,12,13313.6,24.4205,45.1176,1,0.53928,9.07655,5.68187,11759.5,1,
horse,rotary,12,15329.2,28.1177,45.6548,1,0.543695,9.04931,5.67494,11674.4,1,
horse,rotary,12,17650,32.3746,45.7007,0.997515,0.544734,9.03567,5.66331,11582,1,
horse,rotary,12,20322.1,37.2759,45.7657,0.994043,0.545756,9.01851,5.64901,11493,1,
horse,rotary,12,23398.8,42.9193,45.8641,0.993602,0.546544,9.01601,6.89894,11416.5,1,
horse,rotary,12,26941.2,49.4171,47.6438,0.999999,0.553341,8.97562,5.62632,11319.3,1,
horse,rotary,12,31020,56.8987,47.8382,1,0.556571,8.95978,5.61421,11269.5,1,
horse,rotary,12,35716.3,65.5129,47.9094,0.999998,0.558871,8.95247,5.60803,11228.5,1,
horse,rotary,12,41123.6,75.4312,48.1353,1,0.561502,8.94111,5.60034,11193.1,1,
horse,rotary,12,47349.5,86.8511,48.1825,0.999955,0.562885,8.93818,5.59877,11167.8,1,
horse,rotary,12,54518,100,48.1582,0.998307,0.563969,8.93633,5.59639,11146.4,1,
horse,rotary,15,54.518,0.1,86.769,1,0.740423,30.3482,24.8599,15238.2,1,
horse,rotary,15,62.7718,0.11514,90.1539,1,0.799016,33.1779,28.1099,15534.4,1,
horse,rotary,15,72.2751,0.132571,91.0931,1,0.788173,31.9648,27.7212,15647.1,1,
horse,rotary,15,83.2173,0.152642,92.859,0.999998,0.796187,32.5827,30.0376,15690.2,1,
horse,rotary,15,95.816,0.175751,92.8184,1,0.794594,32.6381,30.093,15709.2,1,
horse,rotary,15,110.322,0.202359,92.8574,1,0.794091,32.687,30.1415,15730.5,1,
horse,rotary,15,127.024,0.232995,92.9116,1,0.793645,32.7462,30.2005,15751.4,1,
horse,rotary,15,146.255,0.26827,92.9381,1,0.792827,32.7996,30.2535,15772.9,1,
horse,rotary,15,168.398,0.308884,93.1805,1,0.793723,32.8534,30.3074,15789.6,1,
horse,rotary,15,193.892,0.355648,92.9752,0.993484,0.792662,32.9408,30.3865,15823.5,1,
horse,rotary,15,223.247,0.409492,92.8357,0.99008,0.787768,33.0572,30.5025,15842.9,1,
horse,rotary,15,257.045,0.471487,96.7356,1,0.836555,34.9677,28.5948,15709.9,1,
horse,rotary,15,295.961,0.542867,95.7242,0.999999,0.832232,35.2988,28.877,15748.4,1,
horse,rotary,15,340.768,0.625055,95.9337,1,0.833504,35.655,28.9592,15766.9,1,
horse,rotary,15,392.358,0.719686,96.1656,1,0.834754,35.8006,29.0806,15781.1,1,
horse,rotary,15,451.76,0.828643,96.5421,1,0.831305,36.5721,29.5473,15779.3,1,
horse,rotary,15,520.154,0.954096,96.9511,1,0.829552,37.1893,28.7467,15802.6,1,
horse,rotary,15,598.903,1.09854,97.1159,1,0.828062,37.3411,29.3997,15836,1,
horse,rotary,15,689.574,1.26486,96.8719,0.994957,0.828316,37.6298,29.6326,15871.5,1,
horse,rotary,15,793.972,1.45635,96.9809,0.993638,0.829062,34.8383,29.8287,15898.8,1,
horse,rotary,15,914.176,1.67683,97.1399,0.993219,0.829979,35.0524,30.0378,15931.5,1,
horse,rotary,15,1052.58,1.9307,97.3524,0.993436,0.831045,35.2787,30.2599,15964.4,1,
horse,rotary,15,1211.93,2.223,97.4436,1,0.835257,35.047,26.9805,16013.3,1,
horse,rotary,15,1395.41,2.55955,96.8203,0.993116,0.831164,33.8567,27.161,16011.9,1,
horse,rotary,15,1606.67,2.94705,102.288,1,0.865493,39.8678,28.5685,16246.6,1,
horse,rotary,15,1849.92,3.39322,101.939,1,0.866418,37.248,25.9347,16278.8,1,
horse,rotary,15,2129.99,3.90694,102.23,0.999936,0.862073,37.1905,26.7795,16264.5,1,
horse,rotary,15,2452.46,4.49843,99.2294,1,0.846709,33.3238,23.112,16016.6,1,
horse,rotary,15,2823.75,5.17947,90.7983,0.999967,0.795439,27.5527,18.0327,16205.2,1,
horse,rotary,15,3251.25,5.96362,90.3708,0.991687,0.790273,27.4613,17.9519,15948,1,
horse,rotary,15,3743.47,6.86649,89.8383,0.990128,0.785316,27.375,17.869,15771.8,1,
horse,rotary,15,4310.22,7.90604,84.644,0.997951,0.751673,25.0618,13.407,16072.5,1,
horse,rotary,15,4962.76,9.10298,83.6552,0.991332,0.745064,20.5564,13.3627,15949.8,1,
horse,rotary,15,5714.1,10.4811,79.0622,1,0.725465,19.503,9.78292,16139.5,1,
horse,rotary,15,6579.19,12.0679,76.7318,0.999482,0.715385,18.0781,9.7611,16087.1,1,
horse,rotary,15,7575.25,13.895,74.0107,0.998376,0.70515,18.0847,9.75525,16155.3,1,
horse,rotary,15,8722.11,15.9986,72.8389,0.996667,0.699628,13.9306,9.70325,16021.6,1,
horse,rotary,15,10042.6,18.4207,72.0745,0.999958,0.703389,13.874,9.09767,15877.4,1,
horse,rotary,15,11563,21.2095,71.6798,0.976535,0.705226,16.8728,7.95186,15708.7,1,
horse,rotary,15,13313.6,24.4205,71.5695,1,0.707096,16.7471,7.90064,15627,1,
horse,rotary,15,15329.2,28.1177,71.6187,0.994113,0.708737,16.7191,7.88226,15474.5,1,
horse,rotary,15,17650,32.3746,71.5858,1,0.70468,16.5957,7.83389,15390.8,1,
horse,rotary,15,20322.1,37.2759,71.6717,1,0.702153,16.5167,7.80047,15307,1,
horse,rotary,15,23398.8,42.9193,71.7794,1,0.702951,16.1824,7.77506,15242.6,1,
horse,rotary,15,26941.2,49.4171,71.8427,1,0.703958,15.4806,7.74923,15197.3,1,
horse,rotary,15,31020,56.8987,72.723,1,0.714882,17.016,5.90412,15193,1,
horse,rotary,15,35716.3,65.5129,72.9567,0.999917,0.713936,16.9902,5.89049,15153.5,1,
horse,rotary,15,41123.6,75.4312,73.082,0.999999,0.713071,18.3602,5.88652,15111.5,1,
horse,rotary,15,47349.5,86.8511,73.5114,0.997465,0.713396,18.3295,5.88227,15098,1,
horse,rotary,15,54518,100,74.1392,0.999739,0.715639,19.2159,5.87523,15076.3,1,
horse,transverse,8,54.518,0.1,47.4587,0.949044,0.546806,11.6273,4.65787,8082.47,1,
horse,transverse,8,62.7718,0.11514,46.9288,1,0.549949,12.6783,7.91594,8235.54,1,
horse,transverse,8,72.2751,0.132571,46.9777,0.995302,0.55082,12.6862,7.92271,8277.98,1,
horse,transverse,8,83.2173,0.152642,47.0522,0.993506,0.551705,12.6947,7.93033,8323.16,1,
horse,transverse,8,95.816,0.175751,47.1391,0.992845,0.552624,12.7037,7.93868,8371.59,1,
horse,transverse,8,110.322,0.202359,47.2331,0.992576,0.553581,12.7131,7.94771,8423.53,1,
horse,transverse,8,127.024,0.232995,47.3023,0.991411,0.554501,12.7266,7.95932,8471.09,1,
horse,transverse,8,146.255,0.26827,47.3895,0.991418,0.555528,12.7405,7.97164,8523.65,1,
horse,transverse,8,168.398,0.308884,47.6997,0.999981,0.517513,15.5985,13.1853,8328.9,1,
horse,transverse,8,193.892,0.355648,47.5914,0.999981,0.520436,15.6092,13.1967,8392.76,1,
horse,transverse,8,223.247,0.409492,47.5697,0.999973,0.523609,15.6272,13.2139,8460.89,1,
horse,transverse,8,257.045,0.471487,47.359,0.999998,0.545432,15.6665,13.2608,8487.55,1,
horse,transverse,8,295.961,0.542867,46.9859,0.999194,0.545183,15.7018,13.2916,8535.07,1,
horse,transverse,8,340.768,0.625055,44.3303,0.999999,0.482824,18.6169,16.5942,8247.54,1,
horse,transverse,8,392.358,0.719686,45.0216,0.999999,0.476707,20.5871,17.1126,8268.88,1,
horse,transverse,8,451.76,0.828643,44.7858,0.993684,0.478962,20.5982,17.1204,8299.38,1,
horse,transverse,8,520.154,0.954096,44.8259,0.994614,0.48152,20.6196,17.1374,8345.8,1,
horse,transverse,8,598.903,1.09854,44.827,0.994843,0.485085,20.6529,17.1641,8390.49,1,
horse,transverse,8,689.574,1.26486,44.8493,0.996353,0.479458,20.5968,17.0872,8421.73,1,
horse,transverse,8,793.972,1.45635,44.1916,0.999995,0.486178,20.6625,17.0754,8043.64,1,
horse,transverse,8,914.176,1.67683,44.1911,0.999998,0.466102,21.2341,19.6794,7604.87,1,
horse,transverse,8,1052.58,1.9307,44.0347,0.999994,0.477179,22.5963,19.9244,7373.74,1,
horse,transverse,8,1211.93,2.223,45.6732,0.999996,0.492016,23.3109,20.4841,7349.3,1,
horse,transverse,8,1395.41,2.55955,46.4023,1,0.490578,23.8225,19.1849,7451.15,1,
horse,transverse,8,1606.67,2.94705,46.0343,0.999527,0.491566,23.7968,19.1677,7397.63,1,
horse,transverse,8,1849.92,3.39322,46.5785,1,0.491755,22.4347,19.2538,7510.11,1,
horse,transverse,8,2129.99,3.90694,46.1389,0.98967,0.479256,22.2975,19.1289,7333.52,1,
horse,transverse,8,2452.46,4.49843,45.591,0.999999,0.464175,22.3417,20.3091,7253.6,1,
horse,transverse,8,2823.75,5.17947,44.5972,1,0.516813,18.2477,17.7921,8114.65,1,
horse,transverse,8,3251.25,5.96362,44.4286,1,0.510688,18.6552,17.7427,8026.62,1,
horse,transverse,8,3743.47,6.86649,43.7538,1,0.511637,18.1354,17.6779,7867.91,1,
horse,transverse,8,4310.22,7.90604,43.1746,1,0.513583,18.1071,15.637,7712.99,1,
horse,transverse,8,4962.76,9.10298,43.0298,1,0.508181,18.0856,15.6222,7538.14,1,
horse,transverse,8,5714.1,10.4811,42.3208,1,0.494805,17.9674,15.5456,7356.77,1,
horse,transverse,8,6579.19,12.0679,41.7118,0.999999,0.491347,17.8586,15.0264,7136.34,1,
horse,transverse,8,7575.25,13.895,41.4925,0.999999,0.48976,17.8358,15.0183,6977.58,1,
horse,transverse,8,8722.11,15.9986,41.3889,1,0.486074,17.8193,15.0115,6838.89,1,
horse,transverse,8,10042.6,18.4207,40.9543,1,0.479077,17.735,14.9611,6672.47,1,
horse,transverse,8,11563,21.2095,39.9774,1,0.476821,17.2079,14.9309,6504.74,1,
horse,transverse,8,13313.6,24.4205,40.3153,1,0.480412,17.184,14.9255,6372.63,1,
horse,transverse,8,15329.2,28.1177,40.1735,1,0.471221,17.1854,14.4709,6303.88,1,
horse,transverse,8,17650,32.3746,39.6547,0.999992,0.451117,17.0577,14.882,6155.14,1,
horse,transverse,8,20322.1,37.2759,39.35,1,0.449481,17.0788,14.9207,6074.74,1,
horse,transverse,8,23398.8,42.9193,39.1752,1,0.447006,17.0778,14.929,6025.01,1,
horse,transverse,8,26941.2,49.4171,38.9504,1,0.439321,17.0516,14.4546,5973.58,1,
horse,transverse,8,31020,56.8987,38.7763,0.999961,0.438981,15.3709,14.4422,5943.8,1,
horse,transverse,8,35716.3,65.5129,38.4031,0.99999,0.431974,15.4085,14.4795,5901.73,1,
horse,transverse,8,41123.6,75.4312,38.1641,0.999999,0.430906,15.4112,14.4815,5875.23,1,
horse,transverse,8,47349.5,86.8511,38.0441,1,0.430061,15.4157,14.4852,5852.9,1,
horse,transverse,8,54518,100,37.7641,0.999999,0.426869,14.9381,14.4734,5825.92,1,
horse,transverse,10,54.518,0.1,64.4784,0.937052,0.655824,14.5216,2.66903,10418.2,1,
horse,transverse,10,62.7718,0.11514,64.2038,1,0.617697,16.09,12.2773,10230.7,1,
horse,transverse,10,72.2751,0.132571,63.6706,0.999866,0.619082,16.1202,12.2775,10257.8,1,
horse,transverse,10,83.2173,0.152642,63.5183,0.999987,0.618951,16.1318,12.2858,10301.7,1,
horse,transverse,10,95.816,0.175751,63.5375,0.999993,0.618695,16.1245,12.2745,10348.2,1,
horse,transverse,10,110.322,0.202359,63.8281,0.999979,0.618487,16.0914,12.226,10403.7,1,
horse,transverse,10,127.024,0.232995,63.6262,0.994702,0.618928,16.1171,12.2512,10447.7,1,
horse,transverse,10,146.255,0.26827,63.5848,0.99338,0.619383,16.1414,12.2717,10491.4,1,
horse,transverse,10,168.398,0.308884,63.5596,0.99294,0.619879,16.1657,12.2917,10537,1,
horse,transverse,10,193.892,0.355648,63.9493,1,0.615013,16.2066,11.7897,10599.9,1,
horse,transverse,10,223.247,0.409492,63.689,0.995809,0.613739,16.2363,11.8133,10651,1,
horse,transverse,10,257.045,0.471487,63.6551,0.994985,0.614393,16.2653,11.8354,10701.8,1,
horse,transverse,10,295.961,0.542867,63.6178,0.994684,0.61561,16.2948,11.8576,10750,1,
horse,transverse,10,340.768,0.625055,63.4748,0.999997,0.61962,15.852,11.9053,10728.6,1,
horse,transverse,10,392.358,0.719686,63.2741,0.996632,0.61967,15.8847,11.9341,10781.9,1,
horse,transverse,10,451.76,0.828643,63.2284,0.996174,0.620865,15.9186,11.9583,10825.8,1,
horse,transverse,10,520.154,0.954096,63.2362,0.996635,0.615384,17.5685,11.9738,10875.5,1,
horse,transverse,10,598.903,1.09854,63.1859,1,0.600776,18.4288,14.3527,10576.3,1,
horse,transverse,10,689.574,1.26486,62.9297,0.995865,0.602065,18.4603,14.3787,10593.5,1,
horse,transverse,10,793.972,1.45635,62.628,1,0.593062,19.4949,16.2823,9769.68,1,
horse,transverse,10,914.176,1.67683,63.8959,1,0.600442,19.8965,17.7936,9507.16,1,
horse,transverse,10,1052.58,1.9307,63.7923,0.99998,0.59921,22.4967,17.8564,9495.57,1,
horse,transverse,10,1211.93,2.223,63.765,0.994833,0.599468,22.4619,17.8159,9473.58,1,
horse,transverse,10,1395.41,2.55955,63.9391,0.994905,0.602963,22.441,17.7914,9440.71,1,
horse,transverse,10,1606.67,2.94705,64.0324,0.993619,0.60508,22.4085,17.7542,9390.92,1,
horse,transverse,10,1849.92,3.39322,64.0735,0.992165,0.606924,21.8203,17.7165,9326.09,1,
horse,transverse,10,2129.99,3.90694,62.7069,0.999513,0.595791,21.3754,17.6986,9419.34,1,
horse,transverse,10,2452.46,4.49843,60.8362,0.999728,0.59827,23.7585,19.4897,10599.6,1,
horse,transverse,10,2823.75,5.17947,58.1005,0.999949,0.589061,20.7792,17.9928,10458.3,1,
horse,transverse,10,3251.25,5.96362,57.5515,0.991886,0.591131,20.6664,17.867,10236.6,1,
horse,transverse,10,3743.47,6.86649,62.291,0.999957,0.624346,29.6583,20.8153,10221.8,1,
horse,transverse,10,4310.22,7.90604,62.8748,1,0.615484,29.0144,20.9524,10150.9,1,
horse,transverse,10,4962.76,9.10298,62.1838,1,0.622209,27.4742,20.8728,9909.62,1,
horse,transverse,10,5714.1,10.4811,53.6542,1,0.56605,15.5728,11.6971,9538.59,1,
horse,transverse,10,6579.19,12.0679,60.1945,0.999954,0.603462,22.7259,17.8108,9298.28,1,
horse,transverse,10,7575.25,13.895,59.6988,0.999999,0.601188,22.7089,17.7581,9053.91,1,
horse,transverse,10,8722.11,15.9986,59.2122,0.999975,0.594095,21.2153,16.2321,8838.67,1,
horse,transverse,10,10042.6,18.4207,59.1786,1,0.586403,21.1804,16.1449,8620.38,1,
horse,transverse,10,11563,21.2095,58.6159,1,0.583755,19.6507,16.1207,8453.31,1,
horse,transverse,10,13313.6,24.4205,57.8712,0.999999,0.569453,18.0925,16.0748,8304.39,1,
horse,transverse,10,15329.2,28.1177,58.1198,1,0.573094,18.0448,16.0171,8168.17,1,
horse,transverse,10,17650,32.3746,57.5971,1,0.568871,18.0158,15.9815,8055.47,1,
horse,transverse,10,20322.1,37.2759,57.1078,0.999988,0.565044,17.4925,15.4536,7958.21,1,
horse,transverse,10,23398.8,42.9193,56.727,1,0.557911,17.4348,15.3915,7852.79,1,
horse,transverse,10,26941.2,49.4171,55.9736,0.999998,0.558126,17.4131,15.3693,7775.41,1,
horse,transverse,10,31020,56.8987,55.5703,1,0.558651,15.8434,15.362,7715.4,1,
horse,transverse,10,35716.3,65.5129,55.2789,0.999997,0.556998,15.8436,13.9911,7660.56,1,
horse,transverse,10,41123.6,75.4312,54.4552,0.999998,0.550397,15.8279,13.9887,7596.4,1,
horse,transverse,10,47349.5,86.8511,53.4451,1,0.543079,15.7532,13.9453,7492.46,1,
horse,transverse,10,54518,100,53.0184,0.999993,0.542719,15.7816,13.9765,7468.26,1,
horse,transverse,12,54.518,0.1,85.617,1,0.741898,20.0277,19.03,12402.2,1,
horse,transverse,12,62.7718,0.11514,85.5391,1,0.740654,20.0317,19.0331,12439,1,
horse,transverse,12,72.2751,0.132571,85.2781,0.994061,0.741737,20.0558,18.5362,12470.1,1,
horse,transverse,12,83.2173,0.152642,85.2309,0.991945,0.742513,20.0821,18.5624,12499.7,1,
horse,transverse,12,95.816,0.175751,85.1997,0.990973,0.743356,20.1077,18.5877,12529.1,1,
horse,transverse,12,110.322,0.202359,85.66,0.999999,0.74173,20.0549,18.5311,12611.6,1,
horse,transverse,12,127.024,0.232995,71.9859,0.994149,0.61976,17.5892,12.1789,12640.3,1,
horse,transverse,12,146.255,0.26827,83.322,1,0.71226,19.844,17.4263,12710,1,
horse,transverse,12,168.398,0.308884,86.2301,1,0.735783,19.8136,18.5448,12758,1,
horse,transverse,12,193.892,0.355648,85.6971,0.999787,0.7376,19.8348,18.5661,12815.1,1,
horse,transverse,12,223.247,0.409492,85.9442,0.999907,0.735977,20.1064,18.5742,12850.6,1,
horse,transverse,12,257.045,0.471487,85.5311,0.999996,0.735116,20.1233,18.5904,12882.3,1,
horse,transverse,12,295.961,0.542867,85.4059,0.99978,0.732318,19.3904,18.6041,12895.3,1,
horse,transverse,12,340.768,0.625055,85.9422,1,0.735262,19.9304,18.6191,12904.2,1,
horse,transverse,12,392.358,0.719686,85.4787,0.991958,0.736099,20.0084,18.6941,12921.9,1,
horse,transverse,12,451.76,0.828643,86.3952,1,0.740018,19.9911,18.9407,12940.5,1,
horse,transverse,12,520.154,0.954096,85.5993,1,0.736084,19.5162,18.728,12986.2,1,
horse,transverse,12,598.903,1.09854,85.8222,0.999947,0.73814,19.5847,18.1597,12965,1,
horse,transverse,12,689.574,1.26486,85.1779,0.990105,0.742835,19.6489,18.7486,12963.3,1,
horse,transverse,12,793.972,1.45635,86.1817,0.999998,0.742798,19.718,18.8279,13018.9,1,
horse,transverse,12,914.176,1.67683,85.5997,0.991678,0.742494,19.7856,18.8934,13014.9,1,
horse,transverse,12,1052.58,1.9307,85.5816,1,0.744189,20.0032,18.8646,12790.7,1,
horse,transverse,12,1211.93,2.223,83.1404,1,0.708034,25.8381,23.0197,13033.7,1,
horse,transverse,12,1395.41,2.55955,85.6119,0.999999,0.736035,34.5706,26.4075,13630.8,1,
horse,transverse,12,1606.67,2.94705,85.5054,1,0.717598,36.131,27.4626,13861.7,1,
horse,transverse,12,1849.92,3.39322,84.2083,0.999997,0.704822,35.5902,27.4168,13950.1,1,
horse,transverse,12,2129.99,3.90694,84.0209,1,0.704767,30.2215,25.6788,14000.5,1,
horse,transverse,12,2452.46,4.49843,82.2504,0.999994,0.70285,30.1737,25.633,13949.5,1,
horse,transverse,12,2823.75,5.17947,81.2945,1,0.716062,30.2458,25.7094,13907,1,
horse,transverse,12,3251.25,5.96362,80.1718,0.99999,0.724742,30.1718,24.5193,13793.5,1,
horse,transverse,12,3743.47,6.86649,80.637,1,0.725934,29.0954,26.3791,13664.4,1,
horse,transverse,12,4310.22,7.90604,79.469,0.999999,0.691674,29.0369,25.1766,13368.5,1,
horse,transverse,12,4962.76,9.10298,79.7607,1,0.678903,27.1953,25.5953,12993.6,1,
horse,transverse,12,5714.1,10.4811,78.94,0.999999,0.672212,25.9847,25.5163,12593.7,1,
horse,transverse,12,6579.19,12.0679,77.9996,0.999999,0.67957,27.7906,25.4461,12239.2,1,
horse,transverse,12,7575.25,13.895,77.2921,0.999999,0.671515,27.722,24.7765,11918.2,1,
horse,transverse,12,8722.11,15.9986,76.9566,1,0.663987,27.6689,23.6821,11596.5,1,
horse,transverse,12,10042.6,18.4207,76.5164,0.999998,0.657331,27.5962,23.6453,11304.3,1,
horse,transverse,12,11563,21.2095,75.8017,0.999996,0.654732,26.498,22.4306,11056,1,
horse,transverse,12,13313.6,24.4205,75.2344,1,0.65198,26.4638,21.2041,10849.6,1,
horse,transverse,12,15329.2,28.1177,74.7563,1,0.65453,26.4386,18.1317,10669.8,1,
horse,transverse,12,17650,32.3746,74.3151,0.999988,0.652676,24.5966,18.0997,10510,1,
horse,transverse,12,20322.1,37.2759,74.0715,1,0.647802,25.0942,16.2687,10387.1,1,
horse,transverse,12,23398.8,42.9193,73.3116,0.999998,0.655442,24.1379,16.3431,10093.4,1,
horse,transverse,12,26941.2,49.4171,73.2243,1,0.659416,24.2285,15.8987,9986.75,1,
horse,transverse,12,31020,56.8987,73.0874,1,0.663278,20.6809,15.8979,9909.88,1,
horse,transverse,12,35716.3,65.5129,72.7539,0.999997,0.664038,20.6832,15.8946,9847.04,1,
horse,transverse,12,41123.6,75.4312,72.451,1,0.664074,20.7473,15.9178,9796.47,1,
horse,transverse,12,47349.5,86.8511,72.1377,0.999865,0.663322,20.794,13.1514,9751.6,1,
horse,transverse,12,54518,100,71.723,1,0.663666,20.8285,12.686,9718.12,1,
horse,transverse,15,54.518,0.1,128.451,1,0.925282,34.0284,30.7802,16190.7,1,
horse,transverse,15,62.7718,0.11514,125.61,1,0.886708,31.3924,26.8697,16177.2,1,
horse,transverse,15,72.2751,0.132571,129.111,1,0.916645,32.9393,28.6903,16215.5,1,
horse,transverse,15,83.2173,0.152642,130.521,1,0.935164,33.1809,28.6811,16247.4,1,
horse,transverse,15,95.816,0.175751,131.096,1,0.938072,33.1692,28.9446,16283.9,1,
horse,transverse,15,110.322,0.202359,131.196,0.999999,0.938676,33.1701,28.9473,16315.4,1,
horse,transverse,15,127.024,0.232995,131.447,0.999996,0.939608,33.6923,28.9467,16350.5,1,
horse,transverse,15,146.255,0.26827,129.737,1,0.931348,32.0893,27.3493,16360.8,1,
horse,transverse,15,168.398,0.308884,131.881,1,0.937902,34.1602,30.2447,16377.7,1,
horse,transverse,15,193.892,0.355648,132.74,1,0.944319,34.132,31.2571,16413.2,1,
horse,transverse,15,223.247,0.409492,132.247,1,0.946127,34.079,28.8293,16429.5,1,
horse,transverse,15,257.045,0.471487,134.781,1,0.954946,34.2072,31.1056,16475.2,1,
horse,transverse,15,295.961,0.542867,137.616,0.999996,0.986717,35.3374,31.7367,16550.5,1,
horse,transverse,15,340.768,0.625055,138.569,1,0.999999,36.2691,32.3417,16653.9,1,
horse,transverse,15,392.358,0.719686,137.439,0.99896,0.979397,35.4742,32.3443,16675.6,1,
horse,transverse,15,451.76,0.828643,137.321,0.999556,0.976852,35.12,32.3538,16716.7,1,
horse,transverse,15,520.154,0.954096,137.437,1,0.9792,35.6014,32.3159,16804.8,1,
horse,transverse,15,598.903,1.09854,136.776,1,0.976788,35.6062,32.3225,16869.3,1,
horse,transverse,15,689.574,1.26486,136.512,0.999264,0.976282,35.6128,32.3288,16911.3,1,
horse,transverse,15,793.972,1.45635,136.215,0.999999,0.971151,35.5823,32.1106,16969.6,1,
horse,transverse,15,914.176,1.67683,135.296,0.999998,0.962519,35.5865,32.1187,17028.1,1,
horse,transverse,15,1052.58,1.9307,135.107,1,0.984864,34.9464,32.8519,17109.7,1,
horse,transverse,15,1211.93,2.223,133.139,0.990396,0.972975,34.9969,32.1404,17080.2,1,
horse,transverse,15,1395.41,2.55955,132.605,0.994905,0.966657,34.9706,31.4169,17072.4,1,
horse,transverse,15,1606.67,2.94705,131.775,0.999997,0.952893,34.9537,31.3967,17082.6,1,
horse,transverse,15,1849.92,3.39322,129.885,0.990755,0.926987,34.9936,31.4406,17034.4,1,
horse,transverse,15,2129.99,3.90694,129.573,0.999089,0.921969,34.9638,30.0307,17011.5,1,
horse,transverse,15,2452.46,4.49843,129.665,0.990537,0.921692,34.2387,30.0145,17036.4,1,
horse,transverse,15,2823.75,5.17947,129.472,0.990415,0.917859,34.266,30.0442,16998.1,1,
horse,transverse,15,3251.25,5.96362,129.249,0.992134,0.913409,34.8143,30.0738,16958.8,1,
horse,transverse,15,3743.47,6.86649,127.758,0.987853,0.901007,34.8081,28.6664,16887.9,1,
horse,transverse,15,4310.22,7.90604,127.306,0.988961,0.89292,34.1566,28.689,16874.2,1,
horse,transverse,15,4962.76,9.10298,111.997,0.999962,0.800773,29.0715,17.8868,16880.7,1,
horse,transverse,15,5714.1,10.4811,111.212,0.98871,0.799052,29.0559,17.863,16745.5,1,
horse,transverse,15,6579.19,12.0679,111.468,1,0.805105,30.7335,18.1017,16558.9,1,
horse,transverse,15,7575.25,13.895,114.014,1,0.814503,31.4256,28.6843,16155.8,1,
horse,transverse,15,8722.11,15.9986,113.724,1,0.825864,32.3466,28.8031,15914.1,1,
horse,transverse,15,10042.6,18.4207,113.506,0.999992,0.815743,32.6388,27.1269,15622.7,1,
horse,transverse,15,11563,21.2095,111.763,0.999062,0.803892,32.5961,26.3962,15453.5,1,
horse,transverse,15,13313.6,24.4205,112.055,1,0.803202,32.8086,28.0745,15217.1,1,
horse,transverse,15,15329.2,28.1177,114.968,0.999999,0.80667,32.9317,31.0344,15041,1,
horse,transverse,15,17650,32.3746,113.858,0.999495,0.804798,32.8968,29.5754,14851.6,1,
horse,transverse,15,20322.1,37.2759,114.765,1,0.814681,33.5789,30.4639,14649.3,1,
horse,transverse,15,23398.8,42.9193,116.529,0.999997,0.819267,33.583,32.4937,14510.5,1,
horse,transverse,15,26941.2,49.4171,116.276,0.997939,0.821539,33.5313,32.4419,14403.2,1,
horse,transverse,15,31020,56.8987,116.469,1,0.823985,34.362,32.4144,14307.9,1,
horse,transverse,15,35716.3,65.5129,116.794,0.999997,0.821533,34.3297,32.3782,14194.3,1,
horse,transverse,15,41123.6,75.4312,116.504,0.999226,0.822584,34.3057,32.3517,14135.9,1,
horse,transverse,15,47349.5,86.8511,116.682,1,0.820917,34.2214,32.2711,14075.9,1,
horse,transverse,15,54518,100,116.618,0.999987,0.820376,34.2349,32.2803,14030.8,1,
