species,gait,target_speed_ms,stiffness_Nm_rad,stiffness_normalised,sum_tau_norm_sq,peak_tau_norm,p95_tau_norm,pct_stride_above_80,pct_stride_above_90,positive_joint_work_J,solver_success,notes
cheetah,transverse,10,28.44,0.625055,153.625,0.999997,0.999858,47.1065,46.3957,1337.93,1,
cheetah,transverse,10,32.7457,0.719686,152.72,0.999995,0.999883,47.0025,45.9394,1341.09,1,
cheetah,transverse,10,37.7032,0.828642,152.368,0.999988,0.999817,47.0071,45.9456,1342.86,1,
cheetah,transverse,10,43.4113,0.954095,153.245,0.999993,0.999867,46.9647,45.9031,1346.61,1,
cheetah,transverse,10,49.9836,1.09854,153.442,0.999975,0.999668,46.981,45.9203,1347.42,1,
cheetah,transverse,10,57.5509,1.26485,154.164,1,1,46.9217,46.2162,1352.41,1,
cheetah,transverse,10,66.2639,1.45635,154.158,0.999999,0.999991,46.9012,46.1962,1355.18,1,
cheetah,transverse,10,76.2959,1.67683,153.266,0.999879,0.993385,46.9324,46.2263,1355.98,1,
cheetah,transverse,10,87.8467,1.9307,152.307,0.999982,0.985685,46.9436,45.5338,1359.38,1,
cheetah,transverse,10,101.146,2.223,153.555,0.999887,0.998861,46.8884,45.4786,1360.91,1,
cheetah,transverse,10,116.459,2.55955,154.374,0.999998,0.999974,46.8835,46.1779,1362.61,1,
cheetah,transverse,10,134.091,2.94705,153.213,0.999904,0.998517,47.214,45.793,1353.41,1,
cheetah,transverse,10,154.392,3.39322,152.67,0.999999,0.999991,47.3665,45.5848,1349.94,1,
cheetah,transverse,10,177.766,3.90694,150.182,0.999927,0.999016,48.1221,45.588,1334.09,1,
cheetah,transverse,10,204.679,4.49843,145.248,0.999962,0.982679,47.5288,44.6012,1325.09,1,
cheetah,transverse,10,235.666,5.17947,134.778,1,0.979023,52.3087,39.7368,1306.26,1,
cheetah,transverse,10,271.345,5.96362,144.371,0.999993,0.999793,53.9734,45.5165,1324.23,1,
cheetah,transverse,10,312.425,6.86649,138.117,1,0.99999,52.8174,44.3967,1318.87,1,
cheetah,transverse,10,359.725,7.90604,134.196,1,0.991207,52.3592,43.1976,1314.22,1,
cheetah,transverse,10,414.186,9.10298,139.202,0.999989,0.999767,54.5673,53.0112,1309.68,1,
cheetah,transverse,10,476.892,10.4811,137.726,0.999995,0.999885,54.784,53.9991,1301.39,1,
cheetah,transverse,10,549.091,12.0679,137.797,0.999999,0.999972,54.9067,54.116,1292.8,1,
cheetah,transverse,10,632.22,13.895,135.832,0.999996,0.999889,58.022,54.2419,1285.01,1,
cheetah,transverse,10,727.936,15.9986,136.275,0.999986,0.999634,58.8176,55.0353,1275.24,1,
cheetah,transverse,10,838.142,18.4207,137.089,0.999997,0.999933,58.8033,55.8192,1270.9,1,
cheetah,transverse,10,965.033,21.2095,135.663,0.999971,0.999281,58.9356,58.1289,1264.73,1,
cheetah,transverse,10,1111.13,24.4205,133.982,0.999992,0.999607,58.9841,58.173,1258.02,1,
cheetah,transverse,10,1279.35,28.1177,135.77,1,0.999996,59.067,58.6584,1247.38,1,
cheetah,transverse,10,1473.04,32.3746,135.892,0.999821,0.99764,58.7221,58.3114,1236.75,1,
cheetah,transverse,10,1696.06,37.2759,135.362,0.999999,0.999983,58.7157,58.3045,1232.34,1,
cheetah,transverse,10,1952.83,42.9193,135.96,0.999997,0.999969,60.3518,58.2941,1231.86,1,
cheetah,transverse,10,2248.48,49.4171,134.944,0.999907,0.998894,60.3689,58.3077,1229.6,1,
cheetah,transverse,10,2588.89,56.8987,135.822,0.999995,0.999946,60.3633,60.3633,1229.57,1,
cheetah,transverse,10,2980.83,65.5129,134.931,0.999999,0.999987,60.4091,59.5828,1228.17,1,
cheetah,transverse,10,3432.12,75.4312,134.509,1,0.999999,60.4498,59.6228,1227.46,1,
cheetah,transverse,10,3951.73,86.8511,134.6,0.999991,0.9999,60.4837,60.4837,1227.92,1,
cheetah,transverse,10,4550,100,134.293,0.999966,0.999597,60.5345,60.5345,1227.96,1,
cheetah,transverse,12,4.55,0.1,191.759,0.999996,0.999942,63.4738,63.4738,1674.19,1,
cheetah,transverse,12,5.2388,0.115138,190.688,1,0.999998,63.5085,63.5085,1675.65,1,
cheetah,transverse,12,6.032,0.132571,191.94,0.999998,0.99997,63.4379,63.2036,1683.57,1,
cheetah,transverse,12,6.9452,0.152642,190.699,0.999999,0.999991,63.4777,63.2433,1684.95,1,
cheetah,transverse,12,7.9967,0.175752,191.583,0.99998,0.999765,63.4574,63.2231,1688.72,1,
cheetah,transverse,12,9.2073,0.202358,191.861,0.999995,0.99994,63.737,63.1997,1691.39,1,
cheetah,transverse,12,10.6013,0.232996,191.174,0.999994,0.99991,63.7528,63.2154,1691.93,1,
cheetah,transverse,12,12.2063,0.26827,191.83,0.99999,0.999878,71.7782,63.1796,1696.13,1,
cheetah,transverse,12,14.0542,0.308884,191.858,1,0.999998,71.7768,63.1783,1698.35,1,
cheetah,transverse,12,16.182,0.355648,191.807,0.999992,0.999907,71.7768,63.1792,1701.28,1,
cheetah,transverse,12,18.6319,0.409492,191.714,1,0.999998,71.781,63.1852,1704.63,1,
cheetah,transverse,12,21.4526,0.471486,191.093,0.999956,0.999481,71.7854,63.1915,1709.1,1,
cheetah,transverse,12,24.7005,0.542868,191.434,0.99998,0.999768,71.7842,63.1917,1715.93,1,
cheetah,transverse,12,28.44,0.625055,191.214,0.999989,0.999866,71.793,63.204,1720.89,1,
cheetah,transverse,12,32.7457,0.719686,189.991,1,0.999995,71.8051,63.2193,1723.09,1,
cheetah,transverse,12,37.7032,0.828642,190.829,0.999999,0.999993,71.8131,63.2309,1732.23,1,
cheetah,transverse,12,43.4113,0.954095,190.155,1,0.999994,71.8146,63.2331,1736.76,1,
cheetah,transverse,12,49.9836,1.09854,191.29,0.999999,0.99999,71.8331,59.6488,1763.9,1,
cheetah,transverse,12,57.5509,1.26485,191.637,0.999999,0.999985,71.8214,63.6166,1772.7,1,
cheetah,transverse,12,66.2639,1.45635,191.856,1,0.999998,71.8112,63.6029,1782.04,1,
cheetah,transverse,12,76.2959,1.67683,191.544,0.999967,0.999642,71.8101,63.6013,1791.17,1,
cheetah,transverse,12,87.8467,1.9307,191.224,0.999986,0.999832,71.8117,63.6031,1801.29,1,
cheetah,transverse,12,101.146,2.223,190.978,0.999996,0.999922,71.8104,63.6014,1811.28,1,
cheetah,transverse,12,116.459,2.55955,190.676,0.999981,0.999139,71.8033,63.5916,1824.76,1,
cheetah,transverse,12,134.091,2.94705,178.598,0.999997,0.999959,62.6867,49.6391,1785.04,1,
cheetah,transverse,12,154.392,3.39322,180.546,0.999988,0.999891,53.3268,47.4644,1812.6,1,
cheetah,transverse,12,177.766,3.90694,177.468,0.999997,0.999934,53.2611,47.3928,1815.57,1,
cheetah,transverse,12,204.679,4.49843,175.189,0.999998,0.999979,51.0701,50.8357,1826.23,1,
cheetah,transverse,12,235.666,5.17947,169.302,0.989452,0.974472,51.3108,46.3264,1837.81,1,
cheetah,transverse,12,271.345,5.96362,172.33,0.999958,0.999534,51.0501,46.0461,1858.65,1,
cheetah,transverse,12,312.425,6.86649,177.396,1,0.999995,51.0188,46.2463,1890.58,1,
cheetah,transverse,12,359.725,7.90604,175.881,0.999999,0.999989,59.9804,46.5624,1922.87,1,
cheetah,transverse,12,414.186,9.10298,167.337,0.999999,0.992464,55.6421,37.8989,1932.01,1,
cheetah,transverse,12,476.892,10.4811,170.977,0.999889,0.996159,69.3037,42.2225,1938.43,1,
cheetah,transverse,12,549.091,12.0679,177.656,0.999993,0.99984,64.239,59.4466,1930.07,1,
cheetah,transverse,12,632.22,13.895,179.568,0.99999,0.999345,76.8764,75.4701,1928.13,1,
cheetah,transverse,12,727.936,15.9986,180.921,0.999999,0.999981,85.668,66.7149,1964.74,1,
cheetah,transverse,12,838.142,18.4207,177.435,0.999938,0.999049,85.6477,66.6674,1962.05,1,
cheetah,transverse,12,965.033,21.2095,172.389,0.999997,0.999272,75.4068,65.4289,1942.09,1,
cheetah,transverse,12,1111.13,24.4205,170.509,0.999972,0.998174,65.5598,59.9366,1951.55,1,
cheetah,transverse,12,1279.35,28.1177,168.668,0.999999,0.999137,61.1038,58.76,1923.67,1,
cheetah,transverse,12,1473.04,32.3746,163.358,0.999992,0.97765,61.0847,58.1004,1897.16,1,
cheetah,transverse,12,1696.06,37.2759,165.17,0.999996,0.988896,61.9216,59.3435,1892.2,1,
cheetah,transverse,12,1952.83,42.9193,162.555,1,0.979384,61.6465,58.7061,1876.63,1,
cheetah,transverse,12,2248.48,49.4171,162.479,0.999955,0.982472,61.5599,59.1146,1874.25,1,
cheetah,transverse,12,2588.89,56.8987,178.873,1,0.999984,63.4353,63.4353,1916.05,1,
cheetah,transverse,12,2980.83,65.5129,178.589,0.999994,0.999793,63.4007,63.4007,1903.14,1,
cheetah,transverse,12,3432.12,75.4312,178.099,0.999991,0.997887,63.3788,63.3788,1889.71,1,
cheetah,transverse,12,3951.73,86.8511,179.773,0.999999,0.999973,63.3443,63.3443,1882.12,1,
cheetah,transverse,12,4550,100,180.456,1,0.999995,63.3194,63.3194,1872.13,1,
cheetah,transverse,15,4.55,0.1,227.144,1,0.999999,64.8283,64.5939,2178.05,1,
cheetah,transverse,15,5.2388,0.115138,224.487,0.999991,0.998496,64.8164,64.582,2175.82,1,
cheetah,transverse,15,6.032,0.132571,220.373,0.999872,0.988614,64.8203,64.1167,2163.71,1,
cheetah,transverse,15,6.9452,0.152642,221.567,0.999992,0.996988,64.5722,63.6344,2174.85,1,
cheetah,transverse,15,7.9967,0.175752,220.75,0.999966,0.993976,64.5587,63.6208,2179.68,1,
cheetah,transverse,15,9.2073,0.202358,224.939,0.999998,0.99989,64.5322,64.0635,2187.29,1,
cheetah,transverse,15,10.6013,0.232996,224.872,0.999995,0.999579,64.714,64.0109,2182.29,1,
cheetah,transverse,15,12.2063,0.26827,225.352,0.999996,0.999412,64.6859,63.9827,2187.72,1,
cheetah,transverse,15,14.0542,0.308884,225.315,0.999995,0.999629,64.6661,63.9629,2192.31,1,
cheetah,transverse,15,16.182,0.355648,225.013,0.999989,0.999309,64.3284,55.0003,2188.84,1,
cheetah,transverse,15,18.6319,0.409492,224.51,0.999991,0.999703,64.3181,54.9874,2191.78,1,
cheetah,transverse,15,21.4526,0.471486,224.518,0.999997,0.999789,64.3095,54.9767,2197.66,1,
cheetah,transverse,15,24.7005,0.542868,225.16,1,0.999998,64.5018,54.9241,2199.43,1,
cheetah,transverse,15,28.44,0.625055,223.586,0.999991,0.999208,64.2867,54.9481,2207.08,1,
cheetah,transverse,15,32.7457,0.719686,223.272,0.999996,0.998196,64.2848,54.9458,2216.37,1,
cheetah,transverse,15,37.7032,0.828642,223.829,0.999998,0.999625,64.5037,54.9265,2227,1,
cheetah,transverse,15,43.4113,0.954095,221.441,0.999999,0.996716,64.2634,54.4503,2228,1,
cheetah,transverse,15,49.9836,1.09854,224.03,0.999998,0.999908,64.2472,54.4301,2244.86,1,
cheetah,transverse,15,57.5509,1.26485,222.071,0.999998,0.997034,64.303,54.4997,2259.18,1,
cheetah,transverse,15,66.2639,1.45635,224.753,1,0.999981,64.4516,54.8614,2267.93,1,
cheetah,transverse,15,76.2959,1.67683,217.732,0.999955,0.988544,63.7629,54.116,2271.74,1,
cheetah,transverse,15,87.8467,1.9307,222.752,1,0.999975,63.7331,54.0804,2295.03,1,
cheetah,transverse,15,101.146,2.223,219.487,0.999998,0.99552,63.7485,54.1006,2302.71,1,
cheetah,transverse,15,116.459,2.55955,218.308,0.999995,0.996905,63.7773,54.136,2319.84,1,
cheetah,transverse,15,134.091,2.94705,219.03,0.999992,0.998387,63.7713,54.1283,2342.25,1,
cheetah,transverse,15,154.392,3.39322,225.484,1,0.999999,63.944,55.0472,2368.68,1,
cheetah,transverse,15,177.766,3.90694,222.828,0.999992,0.998056,63.9621,54.8354,2390.19,1,
cheetah,transverse,15,204.679,4.49843,223.705,0.999989,0.999183,68.3908,54.518,2417.49,1,
cheetah,transverse,15,235.666,5.17947,225.716,0.999996,0.99983,68.3803,55.0299,2445.49,1,
cheetah,transverse,15,271.345,5.96362,184.797,0.999973,0.994938,56.6514,55.9482,2421.42,1,
cheetah,transverse,15,312.425,6.86649,197.38,0.999996,0.99971,75.1632,56.4357,2462.63,1,
cheetah,transverse,15,359.725,7.90604,224.065,1,0.999996,85.8486,67.4489,2564.55,1,
cheetah,transverse,15,414.186,9.10298,227.163,0.999999,0.999939,90.4342,80.3996,2571.61,1,
cheetah,transverse,15,476.892,10.4811,224.473,1,0.999906,90.4474,75.8842,2583.59,1,
cheetah,transverse,15,549.091,12.0679,216.162,0.999999,0.999686,89.9516,79.4344,2555.79,1,
cheetah,transverse,15,632.22,13.895,227.785,0.999898,0.996536,85.8084,84.6363,2730.47,1,
cheetah,transverse,15,727.936,15.9986,225.79,0.999988,0.999273,85.7338,85.2558,2822.42,1,
cheetah,transverse,15,838.142,18.4207,226.893,1,0.999994,85.7041,85.7041,2782.44,1,
cheetah,transverse,15,965.033,21.2095,226.185,1,0.999998,85.9422,85.4735,2739.94,1,
cheetah,transverse,15,1111.13,24.4205,224.625,0.999998,0.999951,76.9537,67.2665,2701.14,1,
cheetah,transverse,15,1279.35,28.1177,220.82,1,0.999988,67.7344,67.2656,2773.11,1,
cheetah,transverse,15,1473.04,32.3746,220.935,0.999997,0.999912,76.9532,76.4845,2760.52,1,
cheetah,transverse,15,1696.06,37.2759,217.689,0.999979,0.99943,76.7194,76.2506,2724.31,1,
cheetah,transverse,15,1952.83,42.9193,218.271,0.999999,0.999983,76.9531,67.5,2679.64,1,
cheetah,transverse,15,2248.48,49.4171,219.264,0.999999,0.999981,67.7344,67.7344,2631.8,1,
cheetah,transverse,15,2588.89,56.8987,215.553,0.999978,0.998842,67.5016,67.2672,2584.79,1,
cheetah,transverse,15,2980.83,65.5129,218.285,1,1,67.7344,67.7344,2567.41,1,
cheetah,transverse,15,3432.12,75.4312,208.592,1,0.999998,62.6562,62.6562,2486.78,1,
cheetah,transverse,15,3951.73,86.8511,212.695,0.999998,0.999889,63.1258,63.1258,2477.7,1,
cheetah,transverse,15,4550,100,211.636,0.999993,0.999676,63.1269,58.2834,2461.21,1,
horse,rotary,8,54.518,0.1,35.126,1,0.434502,14.2907,12.3003,7521.77,1,
horse,rotary,8,62.7718,0.11514,34.6887,0.991254,0.431075,14.2943,12.3041,7499.63,1,
horse,rotary,8,72.2751,0.132571,34.6976,1,0.429842,14.3036,12.3124,7519.38,1,
horse,rotary,8,83.2173,0.152642,32.7545,0.994714,0.416854,14.5822,8.09209,7555,1,
horse,rotary,8,95.816,0.175751,31.6511,1,0.416092,14.733,8.19619,7618.09,1,
horse,rotary,8,110.322,0.202359,30.3734,0.981729,0.406291,10.2543,8.20342,7634.95,1,
horse,rotary,8,127.024,0.232995,30.3143,0.982284,0.405855,10.2604,8.20831,7641.14,1,
horse,rotary,8,146.255,0.26827,30.2308,0.983003,0.405088,10.2687,8.21499,7655.14,1,
horse,rotary,8,168.398,0.308884,29.6802,0.976912,0.413388,10.3352,4.13409,7819.41,1,
horse,rotary,8,193.892,0.355648,29.5569,0.973295,0.413583,8.26375,4.13188,7817.7,1,
horse,rotary,8,223.247,0.409492,34.9792,0.999999,0.444392,14.5005,12.4632,7572.57,1,
horse,rotary,8,257.045,0.471487,34.9522,1,0.444267,14.5311,12.487,7582.38,1,
horse,rotary,8,295.961,0.542867,35.1124,1,0.450483,12.529,12.529,7600.7,1,
horse,rotary,8,340.768,0.625055,35.2076,0.999917,0.457399,12.5318,12.5318,7643.92,1,
horse,rotary,8,392.358,0.719686,34.9307,1,0.457437,12.5287,10.4646,7655.05,1,
horse,rotary,8,451.76,0.828643,34.7162,0.999753,0.456691,12.5457,10.4761,7666.06,1,
horse,rotary,8,520.154,0.954096,34.5726,0.999999,0.455866,12.5494,10.4778,7685.82,1,
horse,rotary,8,598.903,1.09854,29.3445,0.999817,0.372533,14.8757,10.5062,8056.46,1,
horse,rotary,8,689.574,1.26486,29.0511,0.990064,0.36952,14.8625,10.5066,8031.56,1,
horse,rotary,8,793.972,1.45635,30.9863,0.999993,0.410863,12.7436,10.5493,7873.64,1,
horse,rotary,8,914.176,1.67683,31.3656,0.999992,0.42102,12.7104,6.27259,7879.77,1,
horse,rotary,8,1052.58,1.9307,31.1384,0.99888,0.41962,12.6988,6.28037,7879.32,1,
horse,rotary,8,1211.93,2.223,30.9549,0.989347,0.418748,12.6623,6.27405,7837.38,1,
horse,rotary,8,1395.41,2.55955,30.3716,1,0.416345,12.6693,6.293,7953.15,1,
horse,rotary,8,1606.67,2.94705,30.0179,0.99173,0.416181,10.5041,6.2848,7920.13,1,
horse,rotary,8,1849.92,3.39322,30.0233,0.988771,0.415709,10.4588,6.2634,7772.48,1,
horse,rotary,8,2129.99,3.90694,27.0162,1,0.384337,8.42296,6.31722,8367.35,1,
horse,rotary,8,2452.46,4.49843,26.4045,0.980248,0.379584,6.28366,4.1891,8282.74,1,
horse,rotary,8,2823.75,5.17947,25.7179,0.972879,0.368077,6.22585,4.15057,8199.13,1,
horse,rotary,8,3251.25,5.96362,25.8002,0.972061,0.368892,6.19371,4.12914,7946.86,1,
horse,rotary,8,3743.47,6.86649,25.2694,0.987804,0.367127,6.18666,4.12444,7973.73,1,
horse,rotary,8,4310.22,7.90604,25.487,1,0.365939,6.18822,4.12548,7841.55,1,
horse,rotary,8,4962.76,9.10298,25.5379,0.989023,0.369554,6.15642,4.10428,7653.56,1,
horse,rotary,8,5714.1,10.4811,26.0429,0.997559,0.372341,6.11656,4.07771,7499.21,1,
horse,rotary,8,6579.19,12.0679,27.1698,0.998218,0.380302,6.09309,4.06206,7317.44,1,
horse,rotary,8,7575.25,13.895,27.2714,1,0.385429,6.06042,4.04028,7185.91,1,
horse,rotary,8,8722.11,15.9986,27.252,0.991233,0.385597,7.97973,4.01617,7076.38,1,
horse,rotary,8,10042.6,18.4207,27.3324,0.99996,0.394482,7.93916,6.00007,6961.8,1,
horse,rotary,8,11563,21.2095,27.3237,0.999976,0.39269,7.91831,5.98097,6876.01,1,
horse,rotary,8,13313.6,24.4205,27.3291,0.992193,0.390303,7.88561,5.9506,6813.54,1,
horse,rotary,8,15329.2,28.1177,27.3784,0.992793,0.387319,7.85194,5.91951,6768.57,1,
horse,rotary,8,17650,32.3746,27.3647,0.989702,0.388619,7.82842,5.89679,6720.32,1,
horse,rotary,8,20322.1,37.2759,27.3359,0.999923,0.39495,7.89209,5.95445,6651.99,1,
horse,rotary,8,23398.8,42.9193,27.1456,0.992095,0.392101,7.83836,5.90561,6629.26,1,
horse,rotary,8,26941.2,49.4171,27.096,0.992715,0.391292,7.81208,5.88166,6611.73,1,
horse,rotary,8,31020,56.8987,27.0495,0.998644,0.391809,5.95355,3.96904,6568.29,1,
horse,rotary,8,35716.3,65.5129,26.9598,0.999564,0.389664,5.95307,3.96871,6545.87,1,
horse,rotary,8,41123.6,75.4312,26.3743,0.999686,0.389605,5.9422,3.96146,6504.44,1,
horse,rotary,8,47349.5,86.8511,26.468,0.999993,0.390096,5.94812,5.94812,6488.09,1,
horse,rotary,8,54518,100,26.5846,0.999989,0.391466,5.95346,5.95346,6474.31,1,
horse,rotary,10,54.518,0.1,46.1997,0.999933,0.543462,16.7646,13.4112,9784.31,1,
horse,rotary,10,62.7718,0.11514,46.2657,1,0.546569,16.7891,13.4311,9789.31,1,
horse,rotary,10,72.2751,0.132571,46.0817,0.999994,0.539205,16.825,13.46,9783.4,1,
horse,rotary,10,83.2173,0.152642,45.9531,0.999992,0.538516,16.8374,13.4716,9789.53,1,
horse,rotary,10,95.816,0.175751,44.8491,0.999937,0.524415,16.8219,13.4527,9750.65,1,
horse,rotary,10,110.322,0.202359,44.0686,1,0.517678,16.8198,13.45,9738.15,1,
horse,rotary,10,127.024,0.232995,43.9875,0.999912,0.515481,16.8286,13.4572,9749.53,1,
horse,rotary,10,146.255,0.26827,46.1233,0.999926,0.540354,16.9293,13.5465,9828.47,1,
horse,rotary,10,168.398,0.308884,46.0713,0.994412,0.54007,16.9321,13.5488,9833.61,1,
horse,rotary,10,193.892,0.355648,47.0412,1,0.545436,17.0728,11.953,9828.48,1,
horse,rotary,10,223.247,0.409492,47.3323,0.99997,0.548162,17.1158,11.9838,9839.39,1,
horse,rotary,10,257.045,0.471487,47.2177,0.999998,0.545881,17.1334,11.996,9853.64,1,
horse,rotary,10,295.961,0.542867,47.1865,0.999916,0.545173,17.1679,12.0204,9865.17,1,
horse,rotary,10,340.768,0.625055,47.1466,0.994025,0.544197,15.4745,12.0226,9863.54,1,
horse,rotary,10,392.358,0.719686,47.79,0.999994,0.550102,15.6014,12.1173,9878.61,1,
horse,rotary,10,451.76,0.828643,47.7818,0.992795,0.549855,15.6053,12.12,9861.36,1,
horse,rotary,10,520.154,0.954096,47.5665,0.998251,0.547999,15.6507,12.154,9911.61,1,
horse,rotary,10,598.903,1.09854,47.5204,0.992228,0.546096,15.6776,12.1763,9926.17,1,
horse,rotary,10,689.574,1.26486,47.6138,1,0.54744,15.7473,10.4678,9930.8,1,
horse,rotary,10,793.972,1.45635,47.8162,0.999828,0.547839,15.7847,8.77392,9965.72,1,
horse,rotary,10,914.176,1.67683,47.9745,0.999989,0.550136,15.8099,8.78821,9999.37,1,
horse,rotary,10,1052.58,1.9307,49.1496,1,0.558173,15.8998,10.6139,9968.34,1,
horse,rotary,10,1211.93,2.223,49.0753,0.999997,0.558298,12.3818,10.6385,9941.39,1,
horse,rotary,10,1395.41,2.55955,48.0733,0.999994,0.55168,12.3594,10.6244,9983.71,1,
horse,rotary,10,1606.67,2.94705,42.3882,0.999831,0.527692,12.404,8.87746,9978.51,1,
horse,rotary,10,1849.92,3.39322,40.0588,1,0.50142,12.4393,10.6641,10201.8,1,
horse,rotary,10,2129.99,3.90694,38.8036,0.990618,0.4876,10.3924,8.65096,10287.5,1,
horse,rotary,10,2452.46,4.49843,38.7398,0.999895,0.482728,11.538,10.6485,10243.7,1,
horse,rotary,10,2823.75,5.17947,38.5221,0.986359,0.481919,11.4694,10.5847,9974.35,1,
horse,rotary,10,3251.25,5.96362,36.8254,1,0.471181,10.4969,7.02156,10245.2,1,
horse,rotary,10,3743.47,6.86649,35.7969,1,0.462876,10.4218,5.23106,10253.2,1,
horse,rotary,10,4310.22,7.90604,34.6861,0.999997,0.457053,10.3558,5.20254,10273.1,1,
horse,rotary,10,4962.76,9.10298,33.6166,0.997974,0.451187,10.2956,5.1753,10284.3,1,
horse,rotary,10,5714.1,10.4811,33.7091,0.993179,0.451959,10.2443,5.14887,9965.15,1,
horse,rotary,10,6579.19,12.0679,33.7483,0.991287,0.4536,10.2066,5.12912,9718.73,1,
horse,rotary,10,7575.25,13.895,33.7967,1,0.454483,10.1407,5.09481,9632.9,1,
horse,rotary,10,8722.11,15.9986,33.961,1,0.456755,8.40603,5.07359,9487.24,1,
horse,rotary,10,10042.6,18.4207,34.095,0.999945,0.458434,8.38061,5.05691,9348.32,1,
horse,rotary,10,11563,21.2095,34.0196,0.995414,0.46028,8.36466,5.04457,9226.43,1,
horse,rotary,10,13313.6,24.4205,35.6292,0.999163,0.482561,8.27661,5.00536,9177.55,1,
horse,rotary,10,15329.2,28.1177,36.5067,0.999968,0.480222,8.22278,4.96525,9152.71,1,
horse,rotary,10,17650,32.3746,36.5215,0.999859,0.484134,8.22134,4.96283,9061.27,1,
horse,rotary,10,20322.1,37.2759,36.586,0.999998,0.48351,8.21948,4.95979,8989,1,
horse,rotary,10,23398.8,42.9193,36.2489,0.98107,0.485111,8.23266,4.96607,8864.8,1,
horse,rotary,10,26941.2,49.4171,36.3277,0.988693,0.485205,8.24023,4.96902,8828.88,1,
horse,rotary,10,31020,56.8987,37.0223,0.999868,0.48933,8.20646,4.9501,8816.44,1,
horse,rotary,10,35716.3,65.5129,37.0538,0.999998,0.48892,8.21091,4.95134,8784.6,1,
horse,rotary,10,41123.6,75.4312,37.0669,0.999968,0.488691,8.2163,4.95461,8755.47,1,
horse,rotary,10,47349.5,86.8511,37.0771,0.999999,0.489315,8.2212,4.95719,8734.14,1,
horse,rotary,10,54518,100,37.2259,0.999999,0.488213,8.23405,6.62037,8703.32,1,
horse,rotary,12,54.518,0.1,68.3458,1,0.683074,20.5954,16.9438,11958.4,1,
horse,rotary,12,62.7718,0.11514,68.3538,0.999994,0.681881,20.6033,16.9452,11971.4,1,
horse,rotary,12,72.2751,0.132571,68.2754,0.999998,0.679793,20.5863,16.912,11986.1,1,
horse,rotary,12,83.2173,0.152642,68.3176,1,0.679301,20.5952,16.9192,12000.5,1,
horse,rotary,12,95.816,0.175751,68.8295,0.999999,0.682875,20.5222,16.8711,12008.4,1,
horse,rotary,12,110.322,0.202359,68.7591,0.999998,0.682285,20.553,16.8905,12023.2,1,
horse,rotary,12,127.024,0.232995,68.7359,1,0.681882,20.5802,16.9081,12038.2,1,
horse,rotary,12,146.255,0.26827,68.7249,0.999998,0.681466,20.6186,16.9353,12053.6,1,
horse,rotary,12,168.398,0.308884,68.7926,0.998264,0.681324,20.6852,16.9703,12060.8,1,
horse,rotary,12,193.892,0.355648,68.7694,0.995102,0.680841,20.7403,17.0025,12074.3,1,
horse,rotary,12,223.247,0.409492,68.7776,0.994247,0.680653,20.801,17.038,12088.4,1,
horse,rotary,12,257.045,0.471487,68.7949,0.994108,0.680501,20.869,17.0774,12103.1,1,
horse,rotary,12,295.961,0.542867,68.8187,0.994335,0.680313,20.9445,17.1207,12118,1,
horse,rotary,12,340.768,0.625055,68.287,0.999994,0.674964,20.8577,15.932,12093.4,1,
horse,rotary,12,392.358,0.719686,68.2803,0.996295,0.673866,20.9553,15.9835,12109.2,1,
horse,rotary,12,451.76,0.828643,68.2617,0.994688,0.672301,21.0654,16.0414,12126,1,
horse,rotary,12,520.154,0.954096,68.3117,0.994813,0.671381,21.1891,16.1057,12141.1,1,
horse,rotary,12,598.903,1.09854,66.6285,0.996063,0.669119,20.8456,16.2987,12120.2,1,
horse,rotary,12,689.574,1.26486,66.6921,0.994984,0.668409,21.0031,16.3768,12127.8,1,
horse,rotary,12,793.972,1.45635,69.3386,1,0.685332,20.4929,15.0145,12182.7,1,
horse,rotary,12,914.176,1.67683,69.3226,0.999964,0.687989,20.5856,13.5889,12232.4,1,
horse,rotary,12,1052.58,1.9307,69.5187,1,0.689642,20.6427,13.6662,12283.2,1,
horse,rotary,12,1211.93,2.223,69.7308,0.999998,0.685731,19.2298,13.7619,12328.6,1,
horse,rotary,12,1395.41,2.55955,71.4024,0.999989,0.686164,17.8485,12.4863,12380.1,1,
horse,rotary,12,1606.67,2.94705,70.9409,1,0.673101,17.8712,10.9872,12354.8,1,
horse,rotary,12,1849.92,3.39322,70.8371,1,0.673658,17.8759,10.969,12279.9,1,
horse,rotary,12,2129.99,3.90694,69.2923,1,0.65404,17.9957,9.44959,12230.5,1,
horse,rotary,12,2452.46,4.49843,67.3015,0.999993,0.642289,18.2457,9.4432,12196.2,1,
horse,rotary,12,2823.75,5.17947,66.0176,0.997081,0.642886,18.2956,9.40175,12172.4,1,
horse,rotary,12,3251.25,5.96362,61.8213,0.999999,0.623636,12.5079,9.42777,12147.5,1,
horse,rotary,12,3743.47,6.86649,56.1047,0.965451,0.595143,11.4058,5.95927,12301,1,
horse,rotary,12,4310.22,7.90604,47.8738,1,0.537193,9.45415,9.45415,12777.7,1,
horse,rotary,12,4962.76,9.10298,46.6369,0.978664,0.534284,9.37133,8.63975,12650.8,1,
horse,rotary,12,5714.1,10.4811,44.3153,0.949147,0.53225,9.21991,5.75708,12448.9,1,
horse,rotary,12,6579.19,12.0679,44.0714,0.966009,0.529042,9.26313,5.78911,12286.1,1,
