species,mass_kg,gait_type,target_speed_m/s,stiffness_Nm/rad,stiffness_normalised,return_status,unified_return_status,solver_success,iter_count,cost_total,cost_acceleration,cost_COT,stride_period_s,stride_length_m,achieved_avg_speed_m/s,n_phases,n_stance_phases,total_stance_time_s,flight_time_s,spine_peak_deg,spine_min_deg,spine_ROM_deg,duty_factor_LF,duty_factor_RF,duty_factor_LH,duty_factor_RH,notes
horse,545.18,rotary,10,95.816,0.175751,Solve_Succeeded,SOLVER_RET_UNKNOWN,1,20,149.091,0.461812,148.629,0.487739,4.87739,10,8,6,0.274284,0.213455,43.7086,3.15304,40.5556,0.176257,0.175292,0.21078,0.19863,
horse,545.18,rotary,10,110.322,0.202359,Solve_Succeeded,SOLVER_RET_UNKNOWN,1,16,149.33,0.455361,148.874,0.489444,4.89444,10,8,6,0.274642,0.214803,43.1446,2.97963,40.165,0.176235,0.175072,0.209808,0.197668,
horse,545.18,rotary,10,127.024,0.232995,Solve_Succeeded,SOLVER_RET_UNKNOWN,1,24,149.29,0.455333,148.834,0.489408,4.89408,10,8,6,0.27458,0.214828,43.1464,2.9291,40.2173,0.176286,0.175157,0.209571,0.197594,
horse,545.18,rotary,10,146.255,0.26827,Solve_Succeeded,SOLVER_RET_UNKNOWN,1,25,148.485,0.473299,148.012,0.484562,4.84562,10,8,6,0.273511,0.211052,44.9709,3.34673,41.6241,0.176277,0.176895,0.211253,0.199977,
horse,545.18,rotary,10,168.398,0.308884,Solve_Succeeded,SOLVER_RET_UNKNOWN,1,8,148.649,0.474522,148.174,0.484045,4.84045,10,8,6,0.273196,0.210848,44.7662,3.24816,41.518,0.176407,0.177035,0.210976,0.199947,
horse,545.18,rotary,10,193.892,0.355648,Solve_Succeeded,SOLVER_RET_UNKNOWN,1,39,148.209,0.469343,147.739,0.481633,4.81633,10,8,6,0.272874,0.208759,44.9996,4.10689,40.8927,0.176949,0.178604,0.211005,0.199382,
horse,545.18,rotary,10,223.247,0.409492,Solve_Succeeded,SOLVER_RET_UNKNOWN,1,29,148.078,0.469801,147.609,0.480702,4.80702,10,8,6,0.272505,0.208197,44.945,4.26743,40.6776,0.176994,0.179192,0.210702,0.19933,
horse,545.18,rotary,10,257.045,0.471487,Solve_Succeeded,SOLVER_RET_UNKNOWN,1,26,147.951,0.469026,147.482,0.480431,4.80431,10,8,6,0.272381,0.20805,45,4.2435,40.7565,0.17722,0.179329,0.210402,0.199337,
horse,545.18,rotary,10,295.961,0.542867,Solve_Succeeded,SOLVER_RET_UNKNOWN,1,16,147.818,0.468413,147.35,0.479945,4.79945,10,8,6,0.272135,0.20781,44.9986,4.27717,40.7215,0.177395,0.17971,0.209897,0.19919,
horse,545.18,rotary,10,340.768,0.625055,Solve_Succeeded,SOLVER_RET_UNKNOWN,1,8,148.239,0.470163,147.769,0.478943,4.78943,10,8,6,0.27154,0.207403,44.5371,4.02289,40.5142,0.177568,0.179924,0.209495,0.199148,
horse,545.18,rotary,10,392.358,0.719686,Solve_Succeeded,SOLVER_RET_UNKNOWN,1,30,147.511,0.465034,147.046,0.478105,4.78105,10,8,6,0.271704,0.206401,44.9997,4.69707,40.3026,0.178113,0.181196,0.208985,0.198321,
horse,545.18,rotary,10,451.76,0.828643,Solve_Succeeded,SOLVER_RET_UNKNOWN,1,8,148.393,0.467357,147.925,0.476511,4.76511,10,8,6,0.270818,0.205693,44.0604,4.26877,39.7916,0.178351,0.181497,0.208522,0.198286,
horse,545.18,rotary,10,520.154,0.954096,Solve_Succeeded,SOLVER_RET_UNKNOWN,1,24,147.346,0.468427,146.878,0.476737,4.76737,10,8,6,0.270908,0.20583,44.9699,4.30207,40.6679,0.178447,0.181828,0.207928,0.198168,
horse,545.18,rotary,10,598.903,1.09854,Solve_Succeeded,SOLVER_RET_UNKNOWN,1,22,147.367,0.47215,146.895,0.476052,4.76052,10,8,6,0.270329,0.205723,44.5969,3.96041,40.6365,0.178945,0.182076,0.206819,0.197611,
horse,545.18,rotary,10,689.574,1.26486,Solve_Succeeded,SOLVER_RET_UNKNOWN,1,25,147.196,0.472626,146.723,0.474691,4.74691,10,8,6,0.269553,0.205138,44.3128,3.91577,40.3971,0.179271,0.182919,0.205659,0.196887,
horse,545.18,rotary,10,793.972,1.45635,Solve_Succeeded,SOLVER_RET_UNKNOWN,1,29,147.206,0.477618,146.729,0.473511,4.73511,10,8,6,0.268838,0.204672,44.556,3.22433,41.3317,0.179958,0.183286,0.204492,0.196107,
horse,545.18,rotary,10,914.176,1.67683,Solve_Succeeded,SOLVER_RET_UNKNOWN,1,29,147.311,0.481403,146.829,0.472191,4.72191,10,8,6,0.267948,0.204243,44.8666,2.58652,42.2801,0.180118,0.183679,0.203659,0.195802,
horse,545.18,rotary,10,1052.58,1.9307,Solve_Succeeded,SOLVER_RET_UNKNOWN,1,36,147.239,0.503204,146.736,0.46856,4.6856,10,8,6,0.265674,0.202886,43.053,0.771463,42.2815,0.181388,0.184767,0.200847,0.192938,
horse,545.18,rotary,10,1211.93,2.223,Solve_Succeeded,SOLVER_RET_UNKNOWN,1,60,147.149,0.552291,146.596,0.466272,4.66272,10,8,6,0.263615,0.202658,38.7127,-3.76251,42.4753,0.182354,0.185217,0.197796,0.187524,
horse,545.18,rotary,10,1395.41,2.55955,Solve_Succeeded,SOLVER_RET_UNKNOWN,1,33,146.973,0.560009,146.413,0.464392,4.64392,10,8,6,0.261588,0.202804,37.4884,-5.47833,42.9668,0.181864,0.185298,0.196129,0.188252,
horse,545.18,rotary,10,1606.67,2.94705,Solve_Succeeded,SOLVER_RET_UNKNOWN,1,44,147.583,0.528645,147.054,0.475883,4.75883,10,8,6,0.265706,0.210177,34.2411,-13.389,47.6301,0.183089,0.184067,0.191188,0.184277,
horse,545.18,rotary,10,1849.92,3.39322,Solve_Succeeded,SOLVER_RET_UNKNOWN,1,51,147.1,0.522753,146.578,0.480918,4.80918,10,8,6,0.267613,0.213305,33.319,-18.0738,51.3928,0.183601,0.18381,0.189051,0.184993,
horse,545.18,rotary,10,2129.99,3.90694,Solve_Succeeded,SOLVER_RET_UNKNOWN,1,7,149.26,0.513707,148.746,0.480954,4.80954,10,8,6,0.267587,0.213367,31.7438,-19.2896,51.0334,0.184096,0.183195,0.189859,0.186748,
horse,545.18,rotary,10,2452.46,4.49843,Solve_Succeeded,SOLVER_RET_UNKNOWN,1,22,143.906,0.513323,143.393,0.483322,4.83322,10,8,6,0.267617,0.215705,30.4939,-19.503,49.9969,0.181644,0.183704,0.188354,0.185795,
horse,545.18,rotary,10,2823.75,5.17947,Solve_Succeeded,SOLVER_RET_UNKNOWN,1,10,144.115,0.497462,143.618,0.48325,4.8325,10,8,6,0.267188,0.216062,28.1318,-17.9223,46.0541,0.180469,0.182956,0.188893,0.186735,
horse,545.18,rotary,10,3251.25,5.96362,Solve_Succeeded,SOLVER_RET_UNKNOWN,1,50,140.704,0.504825,140.199,0.486331,4.86331,10,8,6,0.266896,0.219435,26.471,-19.791,46.2619,0.178721,0.181555,0.188518,0.186149,
horse,545.18,rotary,10,3743.47,6.86649,Solve_Succeeded,SOLVER_RET_UNKNOWN,1,48,139.287,0.497434,138.79,0.487936,4.87936,10,8,6,0.266664,0.221272,24.5078,-20.1105,44.6183,0.177256,0.180484,0.188775,0.186375,
horse,545.18,rotary,10,4310.22,7.90604,Solve_Succeeded,SOLVER_RET_UNKNOWN,1,22,138.087,0.487098,137.599,0.48935,4.8935,10,8,6,0.266636,0.222713,22.7455,-21.1774,43.9228,0.175659,0.179605,0.189615,0.186784,
horse,545.18,rotary,10,4962.76,9.10298,Solve_Succeeded,SOLVER_RET_UNKNOWN,1,15,137.32,0.462412,136.857,0.490906,4.90906,10,8,6,0.267169,0.223737,21.1648,-21.3746,42.5394,0.17436,0.178758,0.191082,0.187155,
horse,545.18,rotary,10,5714.1,10.4811,Solve_Succeeded,SOLVER_RET_UNKNOWN,1,9,137.949,0.448049,137.501,0.490741,4.90741,10,8,6,0.266886,0.223855,19.1757,-19.2373,38.413,0.173963,0.178241,0.191156,0.187786,
horse,545.18,rotary,10,6579.19,12.0679,Solve_Succeeded,SOLVER_RET_UNKNOWN,1,12,138.051,0.43897,137.612,0.491628,4.91628,10,8,6,0.266968,0.224659,17.2187,-17.3019,34.5206,0.173432,0.177562,0.191028,0.188181,
horse,545.18,rotary,10,7575.25,13.895,Solve_Succeeded,SOLVER_RET_UNKNOWN,1,26,137.585,0.442964,137.142,0.493382,4.93382,10,8,6,0.267033,0.22635,15.1594,-15.8849,31.0443,0.172489,0.176398,0.191524,0.188468,
horse,545.18,rotary,10,8722.11,15.9986,Solve_Succeeded,SOLVER_RET_UNKNOWN,1,32,137.656,0.436708,137.22,0.493705,4.93705,10,8,6,0.266605,0.2271,13.3198,-14.3765,27.6964,0.171809,0.175806,0.191939,0.188414,
horse,545.18,rotary,10,10042.6,18.4207,Solve_Succeeded,SOLVER_RET_UNKNOWN,1,19,137.868,0.43064,137.438,0.493783,4.93783,10,8,6,0.266321,0.227462,11.7572,-12.9171,24.6743,0.171549,0.175355,0.192056,0.188476,
horse,545.18,rotary,10,11563,21.2095,Solve_Succeeded,SOLVER_RET_UNKNOWN,1,14,138.19,0.422706,137.767,0.494014,4.94014,10,8,6,0.266827,0.227186,10.4969,-11.4941,21.991,0.17157,0.175007,0.192065,0.189045,
horse,545.18,rotary,10,13313.6,24.4205,Solve_Succeeded,SOLVER_RET_UNKNOWN,1,19,137.873,0.399133,137.473,0.49378,4.9378,10,8,6,0.265375,0.228405,8.77023,-10.7037,19.4739,0.168727,0.17398,0.194196,0.188293,
horse,545.18,rotary,10,15329.2,28.1177,Solve_Succeeded,SOLVER_RET_UNKNOWN,1,15,138.021,0.399903,137.621,0.493303,4.93303,10,8,6,0.265331,0.227972,7.55164,-9.52099,17.0726,0.168739,0.17295,0.193284,0.189229,
horse,545.18,rotary,10,17650,32.3746,Solve_Succeeded,SOLVER_RET_UNKNOWN,1,13,138.218,0.395764,137.822,0.492949,4.92949,10,8,6,0.265307,0.227642,6.70084,-8.45828,15.1591,0.168911,0.172915,0.193028,0.189529,
horse,545.18,rotary,10,20322.1,37.2759,Solve_Succeeded,SOLVER_RET_UNKNOWN,1,18,138.419,0.392538,138.026,0.492533,4.92533,10,8,6,0.265142,0.227391,5.9325,-7.47261,13.4051,0.169121,0.172868,0.192715,0.189657,
horse,545.18,rotary,10,23398.8,42.9193,Solve_Succeeded,SOLVER_RET_UNKNOWN,1,12,138.72,0.383006,138.337,0.492063,4.92063,10,8,6,0.265777,0.226286,5.29248,-6.72842,12.0209,0.169667,0.173197,0.192637,0.189786,
horse,545.18,rotary,10,26941.2,49.4171,Solve_Succeeded,SOLVER_RET_UNKNOWN,1,13,138.879,0.38158,138.498,0.491599,4.91599,10,8,6,0.265633,0.225965,4.6857,-5.8903,10.576,0.169874,0.173191,0.192311,0.189846,
horse,545.18,rotary,10,31020,56.8987,Solve_Succeeded,SOLVER_RET_UNKNOWN,1,12,138.968,0.382089,138.586,0.490788,4.90788,10,8,6,0.264278,0.226509,4.03106,-5.1677,9.19876,0.169258,0.172754,0.191693,0.189602,
horse,545.18,rotary,10,35716.3,65.5129,Solve_Succeeded,SOLVER_RET_UNKNOWN,1,14,139.153,0.380534,138.773,0.490384,4.90384,10,8,6,0.264158,0.226226,3.55704,-4.52821,8.08525,0.169513,0.17282,0.191367,0.189612,
horse,545.18,rotary,10,41123.6,75.4312,Solve_Succeeded,SOLVER_RET_UNKNOWN,1,12,139.345,0.378753,138.966,0.489897,4.89897,10,8,6,0.263989,0.225908,3.12962,-3.96793,7.09756,0.169638,0.172948,0.191111,0.189578,
horse,545.18,rotary,10,47349.5,86.8511,Solve_Succeeded,SOLVER_RET_UNKNOWN,1,13,139.551,0.377553,139.174,0.489394,4.89394,10,8,6,0.263861,0.225533,2.76194,-3.46215,6.22409,0.169796,0.173059,0.190943,0.189612,
horse,545.18,rotary,10,54518,100,Solve_Succeeded,SOLVER_RET_UNKNOWN,1,14,139.695,0.375731,139.32,0.488915,4.88915,10,8,6,0.263702,0.225213,2.40015,-3.02989,5.43004,0.170001,0.173314,0.190538,0.189523,
